"","15_24","25_44","45_64","65_89","White","Mixed","Asian","Black","Other","unemployed","emplyment","nonstudent","student"
"167",13536.3694644,35203.898268,33811.791282,20610.425052,114095.01807,3386.0876472,6841.455534,2498.499918,673.040826,4351.0387356,123142.9612644,127474.9141482,19.0858518
"168",9722.8229139,23143.972356,23778.322371,14015.310768,75814.805826,2015.852688,8048.28834,1621.175319,420.877827,2797.8660225,85123.1339775,87903.4685526,17.5314474
"169",11055.8676393,30640.985959,20229.579562,10626.254007,65199.178701,3116.0971567,16233.051404,5249.352618,855.311055,3449.1472134,87203.8527866,90522.0154803,130.9845197
"170",14994.2027653,30808.862494,35615.844722,26926.410779,127620.583224,1568.2039318,1044.010721,598.318103,177.648204,4662.9902361,126346.0097639,131001.794505,7.205495
"171",12578.245218,28524.54528,36320.42106,26504.00676,121886.82198,1064.805588,1265.86152,331.30944,191.10168,3181.18185,121558.81815,124735.32225,4.67775
"172",12201.4694416,22437.818864,26316.755424,19510.422512,94357.384752,1160.7485056,1205.816848,439.674512,260.414352,6114.4861184,91309.5138816,97407.7886464,16.2113536
"173",16319.3823168,33966.401472,40502.805696,32499.616032,143880.778368,1376.5148928,1869.17136,562.89648,246.757248,5683.3904544,142252.6095456,147912.5077632,23.4922368
"174",9912.1485024,18905.640768,30148.96752,27752.035392,100289.807712,618.0052896,531.906048,157.274208,67.09824,3551.428512,98112.571488,101664,0
"175",24062.6282026,40784.751748,27571.198434,18139.34629,120053.384464,3030.8851404,5828.432116,2141.223916,1104.047932,6506.7198352,125651.2801648,128961.3490802,3196.6509198
"176",12671.125999,28690.37073,35676.407655,25511.01742,121452.217705,1218.731353,1274.953295,379.46076,169.686685,3481.0669425,121013.9330575,124478.491963,16.508037
"177",9095.6790364,19675.056632,25517.748201,17898.753224,86002.514202,828.5196656,667.256491,264.494109,138.268273,2675.70644,85225.29356,87898.6530433,2.3469567
"178",18245.0085383,39490.842345,31616.611367,18771.406001,118902.733228,4828.4593927,5754.760057,3103.983819,1138.969893,7316.3002171,126412.6997829,133637.9706697,91.0293303
"179",10202.1925124,22266.127968,28465.207176,18658.298428,95004.592312,956.4024596,649.341364,372.28646,93.290036,2468.7009256,94607.2990744,97071.1850304,4.8149696
"180",25792.0285131,58785.459048,36975.072213,18470.422953,109037.719971,7925.3725779,29772.024336,37363.344417,2930.557401,14180.2395336,172848.7604664,186398.2446975,630.7553025
"181",44636.7601024,115661.75531,79544.339164,44685.814316,229291.622166,17224.5004114,66130.943556,27519.69986,17370.98373,15339.4885678,342198.5114322,355841.2676672,1696.7323328
"182",30762.597131,61391.81476,58919.75488,35624.89683,190598.144488,5413.0662604,15293.950122,19689.654338,1778.858908,10407.3022626,222366.6977374,232258.7081962,515.2918038
"183",42928.6603555,111353.43639,65947.39298,31593.261345,113253.447215,15827.199458,106336.595975,58826.021265,18001.236495,17674.5345515,294570.4654485,310560.4070005,1684.5929995
"184",34158.921399,86342.086404,80839.380078,49493.301534,261849.81618,10937.9292678,16127.379774,18756.219384,2882.872782,12105.9849726,298448.0150274,310421.1139434,132.8860566
"185",34346.6451678,85398.597914,42770.166971,22856.03495,145888.629516,12307.9693184,35405.615777,18039.430955,8445.398451,9512.0721052,210574.9278948,214847.3667823,5239.6332177
"186",47343.2464395,110566.67094,87863.139045,42521.37714,200986.79832,23989.50477,59862.858165,73545.609555,6430.22919,20162.4130125,344652.5869875,364012.479963,802.520037
"187",43335.826824,121754.34605,72884.6472,34682.301882,166241.80459,15104.4948472,100695.501268,36954.348426,20317.783006,17588.3072586,321725.6927414,337741.618924,1572.381076
"188",42435.472968,95589.44028,70837.54914,37173.985155,191536.13859,17263.787946,35057.12145,53939.369895,16138.456545,18978.4067355,294956.5932645,313123.4466315,811.5533685
"189",36179.1775647,88016.959296,52631.797347,24909.337017,159580.302426,12318.6493593,30002.646105,48831.998688,4749.173487,15618.6210771,239864.3789229,253730.8209411,1752.1790589
"190",35224.9922466,103023.232962,42908.32338,16834.082928,135115.613568,15927.7654068,25962.76137,57068.638614,13107.319914,17126.5239522,230055.4760478,245555.8390584,1626.1609416
"191",25188.2654775,78859.29702,33916.16061,15694.831125,124189.399275,10041.3531765,16630.59153,21499.3188,10084.282485,8099.9194425,174345.0805575,179805.3310065,2639.6689935
"192",33167.635422,99659.57784,51050.75904,21575.75328,154714.64868,16587.86802,24208.32636,47945.18142,12083.97552,14681.53962,240858.46038,254158.985178,1381.014822
"193",31357.9190631,73141.758375,56930.682781,32254.523385,101600.486043,9556.3480145,102422.511625,19826.978059,7092.556009,10697.4917196,229801.5082804,239771.2259761,727.7740239
"194",30422.6786112,61129.632402,62596.928211,40535.385063,208558.242828,4947.454038,11578.717455,11514.715092,1327.870587,11093.5605093,226833.4394907,237797.2584069,129.7415931
"195",41200.8203502,82544.183883,62574.08787,33713.363628,166978.290906,10538.8009965,69648.075693,20196.556191,8137.138464,12074.0742738,263424.9257262,273107.2829814,2391.7170186
"196",33416.4429848,91331.421655,54463.114134,25892.425536,131003.416322,10388.530177,87590.36793,16877.187108,9067.498463,11613.7348317,243313.2651683,253608.0586874,1318.9413126
"197",31276.972957,87244.733905,38699.066,17361.564455,140624.07193,13349.362462,19048.76947,26314.333455,6948.297655,10981.953288,195303.046712,203440.6392775,2844.3607225
"198",17752.3756286,61624.047157,36620.86391,18141.419887,111735.967068,8963.4632408,15821.143725,10307.045881,11423.348435,6454.0454836,151796.9545164,156586.5951075,1664.4048925
"199",23424.0250028,51398.400012,36669.893904,19196.96958,119498.989804,6283.7326376,26213.477604,4030.473192,4409.262588,4917.3954872,155518.6045128,157241.8475888,3194.1524112
"200",40947.4878749,131026.395287,57143.776156,22380.571424,173821.504318,23266.611134,21034.460923,78903.510821,7455.217285,17499.3756168,286981.6243832,302469.3549292,2011.6450708
"201",37150.9834558,101646.492706,57762.620288,25020.240548,148249.619346,20550.1289024,25631.442714,75227.992196,7278.761454,16618.5508916,260319.4491084,275225.1938576,1712.8061424
"202",22958.363183,73852.967895,43643.972547,22043.486017,130157.621118,9373.7207431,36296.879199,20899.588745,3815.130032,7716.1927395,192826.8072605,199911.5101473,631.4898527
"203",53423.056466,117979.76736,51964.48434,19983.37882,89933.12142,14057.101018,134971.24316,60740.56762,10757.74946,21741.606938,288718.393062,304982.86468,5477.13532
"204",37151.3155725,88810.231765,62074.892815,31869.67212,119677.2935,11555.5700935,117515.898505,25061.0387,7585.28362,15222.9911285,266172.0088715,280159.8729265,1235.1270735
"205",18282.1384989,62119.818966,46683.721488,23828.305782,161186.582526,6799.4664822,13646.152263,2824.15662,3070.754625,5196.560697,182330.439303,186857.5473627,669.4526373
"206",43026.5417439,116421.954363,56431.758669,21426.266004,156584.510082,17804.7731862,27232.942308,77627.628507,9467.319147,17007.9431379,271709.0568621,284528.4958659,4188.5041341
"207",22257.7641094,57934.159375,47857.581446,26002.857519,150216.94431,7170.6482755,22148.097732,9166.832449,2420.381672,7339.8685797,183783.1314203,191061.8788646,61.1211354
"208",45784.0084248,111234.397868,35465.34236,15149.254088,115684.910476,10438.121264,105289.031192,18769.51978,5830.6733,17658.1972892,238353.8027108,251021.0716612,4990.9283388
"209",36052.3454452,92562.95783,53049.965822,24449.51446,135578.310966,13845.5732842,54703.483394,45049.912222,10564.746108,16065.0686742,243676.9313258,258087.44346,1654.55654
"210",36186.265206,141348.43476,54323.1234,25632.55071,219726.4797,15276.509118,33415.76745,32832.34929,6459.14061,10781.666064,296928.333936,305434.48455,2275.51545
"211",13638.9948992,34500.937504,29398.9432,13567.571072,102998.798144,2312.9859456,5688.551968,2198.539552,497.192608,3702.9536544,109993.0463456,113636.5256224,59.4743776
"212",46097.2801584,88515.877032,61046.806608,33415.056792,243140.455512,10392.1287912,11260.63476,4181.62464,3976.91064,9321.8839992,263630.1160008,266499.8787384,6452.1212616
"213",15011.864612,29893.36396,39561.290688,31169.614984,134668.56324,1710.5666376,1515.3924,303.216872,194.163976,6140.7713416,132251.2286584,138348.960088,43.039912
"214",38210.6943015,72163.415205,67233.64047,35642.130945,237439.470495,5194.818666,13664.622495,6687.28671,1898.960565,13586.8257705,251298.1742295,263645.4706425,1239.5293575
"215",28900.2817815,79485.60202,61473.17042,26445.638165,199953.48425,8270.5499095,22880.136305,17205.020855,1585.83367,11195.2210315,238699.7789685,249765.7293165,129.2706835
"216",38788.010163,58622.566313,44988.594402,25910.647991,181515.052109,5477.049213,12496.900256,3783.870427,2159.922562,8627.364268,196805.635732,198438.8691686,6994.1308314
"217",24326.6310865,53495.334142,31330.633588,16855.058195,116118.698602,6165.7466558,21112.12349,10445.926394,1496.535926,6919.2961448,148419.7038552,152989.2335487,2349.7664513
"218",18213.6515079,49431.491909,28277.121628,12289.310568,64285.015476,4775.236368,55898.802102,12158.869617,3594.935724,7427.9859866,133285.0140134,140421.9633021,291.0366979
"219",47123.806864,70371.10689,49087.37744,29063.19379,202658.56052,5653.733139,19807.18325,5045.2593,2705.4289,9794.714033,226075.285967,228776.186163,7093.813837
"220",17009.923504,41603.928608,42800.579532,22651.894452,146163.1336,2425.13341,3816.087888,1378.85386,364.714168,4415.8623412,149732.1376588,154110.9119912,37.0880088
"221",15511.5130626,40941.867366,37566.307494,22915.907532,124968.409362,3327.3438066,13899.517812,1731.454434,1171.376154,4417.7842962,140680.2157038,145058.2141284,39.7858716
"222",16976.7326468,41964.452234,42697.177681,22821.864356,137022.912392,3193.6076445,11479.72687,2100.562251,1146.113371,3934.5450705,151008.4549295,154865.9623404,77.0376596
"223",19730.696096,47232.63968,48472.01424,24964.12,156744.944,3880.482272,10148.11152,3337.23504,769.29712,5156.441728,169723.558272,174665.824464,214.175536
"224",9253.7389476,20833.821372,26917.907604,17111.156664,84764.53524,2040.3730788,5046.939744,524.132364,276.010308,2433.0044592,90218.9955408,92639.4641844,12.5358156
"225",7031.234294,16183.5898,18984.61894,12299.40754,56527.69052,1611.639568,7554.71136,711.03718,654.90796,1766.212868,65293.787132,66994.240964,65.759036
"226",21270.8262924,47091.042216,43633.654668,26043.554974,139732.21101,4857.8650874,20622.579024,5944.931976,800.46449,5477.7048942,166480.2951058,171081.2377454,876.7622546
"227",12331.0445676,24232.64162,24906.94294,20669.371272,93410.197188,1789.1229972,2792.04442,782.149808,534.475656,4059.8004172,95248.1995828,98716.720168,591.279832
"228",11517.5357883,23277.077874,24346.168962,14487.013834,84555.041754,1946.2489455,2124.115188,1064.0414,483.597799,5285.8961735,84887.1038265,90048.1194123,124.8805877
"229",10266.6565056,21521.077776,27778.359024,20869.509408,94238.234976,1276.0766928,1401.208656,416.390928,252.25464,3314.830896,94269.169104,97540.0481664,43.9518336
"230",8683.42762169999,16428.572217,26579.332737,24012.33714,88087.87881,1032.6048948,1104.716304,305.484543,198.333594,3241.7108784,87487.2891216,90726.7771395,2.2228605
"231",15164.72601,31223.55138,44056.357485,32336.244885,145660.49988,1432.800201,1724.84676,344.102745,252.81018,3838.4265255,145576.5734745,149400.7009845,14.2990155
"232",18602.96463,48765.2231,45110.0478,23301.86895,156585.6468,2825.589055,6745.0339,1917.59335,476.15375,5058.842845,163491.157155,168508.654685,41.345315
"233",12757.236867,26457.70464,34318.89027,21237.60267,112023.20034,1309.532481,1865.4408,518.79672,293.04126,2964.078702,113045.921298,115990.359507,19.640493
"234",14873.0760932,33311.891732,34493.012752,19982.654708,119155.289228,1749.0785108,3759.450944,608.116864,580.051868,3795.5452976,122056.4547024,125796.5244384,55.4755616
"235",12482.9816509,26532.012309,31939.846643,21791.174804,108297.607809,1363.2636145,1672.24914,358.067269,239.756202,2849.3491153,109081.6508847,111878.1349887,52.8650113
"236",10094.7446576,21743.352373,21622.324957,13449.667617,79730.365057,1066.6037049,1073.622303,592.323385,206.093817,3515.2264173,79153.7735827,82648.002074,20.997926
"237",9514.28644499999,24336.994296,25378.182954,14484.42924,86951.673144,1467.0686424,2464.974504,509.457396,268.844646,2036.0971722,89625.9028278,91662,0
"238",14424.8358891,27467.503596,33131.139249,24272.914029,117258.068928,1515.2468916,1428.138192,388.317345,193.132017,4971.5369847,115811.4630153,120771.2357358,11.7642642
"239",17905.1722411,36797.039249,51044.464759,41567.867203,172479.060969,1622.9937356,1668.181004,613.104252,405.730755,4793.7751662,171995.2248338,176770.5962651,18.4037349
"240",12772.0971144,30035.142696,22177.530284,10946.47931,79983.697092,2068.994512,9811.87246,1878.871202,610.564734,3546.4743626,90807.5256374,94299.4822588,54.5177412
"241",12807.9906034,28137.288176,33823.981716,20438.48772,111932.753868,1497.8538394,2374.104112,488.264432,405.058758,2867.4098976,113830.5901024,116688.197368,9.802632
"242",15681.087378,27698.37246,31550.7456,20604.7116,111792.30084,1629.136674,2644.10388,457.9344,296.60598,2579.864562,114240.135438,115578.635634,1241.364366
"243",13918.791922,30174.448605,31213.334075,19099.43693,110940.7488,1688.407938,4006.233175,1380.247085,389.434045,4221.7184345,114183.2815655,118387.6536675,17.3463325
"244",29424.61956,33179.8908,36324.5694,26705.2956,140112.969,2541.79668,5116.4844,1930.0896,898.7808,4744.15602,145855.84398,145212.49584,5387.50416
"245",12233.9391304,28992.975388,23679.023212,13347.639812,85278.859692,2166.3012592,5813.29424,3586.751792,758.8711,4332.690362,93271.309638,97552.8652644,51.1347356
"246",12854.0608158,25836.128116,31699.535628,21354.448828,108008.515528,1029.4031674,2031.815266,386.097408,262.090428,5046.1568266,106671.8431734,111704.1246244,13.8753756
"247",13231.0454304,27303.30897,25474.472184,15597.064224,84264.079788,2066.9386962,10608.800202,2886.287292,1939.863492,5282.1947598,96483.8052402,101733.282231,32.717769
"248",17975.6796212,41510.482944,41765.468612,25386.260956,146580.310324,2354.3884364,4962.796804,1385.52078,480.843468,5433.7336816,150330.2663184,155525.8679968,238.1320032
"249",12157.2802238,27721.036969,32633.605357,20720.269428,110467.615415,1681.6791588,2093.274597,856.365824,252.041935,3325.7308214,112025.2691786,115336.2812124,14.7187876
"250",12817.3509191,25176.500713,29802.33256,21192.072538,102432.750693,1269.6936252,3706.89774,458.980158,330.656144,5092.1803569,103106.8196431,108084.8175953,114.1824047
"251",16559.3989716,34646.335628,36823.020936,21786.211088,131627.092904,1580.6631476,1494.247364,1400.04748,221.799148,6725.8580852,129598.1419148,136314.184672,9.815328
"252",16014.6568698,30461.003682,35525.13664,26789.00664,128400.413092,2189.5161016,2508.075722,911.514364,392.588242,8480.8737216,125921.1262784,134210.0336234,191.9663766
"253",13951.4261834,30755.613652,32566.832998,19616.699435,116142.533442,1680.9176253,2436.633701,421.988195,404.914928,3604.517816,117482.482184,121081.9748895,5.0251105
"254",12800.891827,31140.275922,30204.593648,18003.73012,109426.077,1896.2461594,2907.887072,639.03907,376.623928,3244.5091134,112001.4908866,115202.0221264,43.9778736
"255",16041.3028336,40660.742672,37016.957692,20787.142508,131114.948668,2566.9231148,6055.240884,1966.349396,548.523712,3877.6330428,138374.3669572,142146.6766192,105.3233808
"256",35078.180934,47906.369475,27291.253025,15513.547475,116667.195685,5969.0084825,18621.06481,6951.084925,2036.42073,4613.7685335,145631.2314665,145165.8325545,5079.1674455
"257",14028.2377269,34917.10992,37114.544922,23321.665683,129669.449112,1810.4478306,2417.556393,771.97692,291.51576,3349.9344615,131611.0655385,134928.5688717,32.4311283
"258",13443.5290374,31368.405068,33490.161705,20842.385872,115681.019223,1585.7531536,2984.013571,1239.143906,401.02139,2889.9259081,119001.0740919,121821.9243703,69.0756297
"259",11377.6979216,27424.40978,28964.073864,18393.618806,102111.08722,1270.9873238,1433.062222,439.798582,187.15955,2361.8269906,103080.1730094,105405.4221702,36.5778298
"260",12315.8944524,35793.627232,35286.44658,20285.386088,118622.181392,3425.407964,7104.866252,1014.229876,1261.314516,3357.5779732,128070.4220268,131363.4294236,64.5705764
"261",8876.4554511,19887.568354,20040.732421,11904.088738,64578.467069,1924.2805529,6491.690176,1129.36882,1067.261054,1915.5208014,73275.4791986,74741.6285076,449.3714924
"262",20297.672688,38134.97472,34524.60036,20265.534,125067.92448,2508.234738,6635.20824,1660.72818,1707.91812,3471.377286,134108.622714,135410.762382,2169.237618
"263",8597.2268855,19914.969987,24667.480939,16744.260062,81417.065551,1260.8592421,2183.657863,400.181701,375.175697,2150.1566686,83486.8433314,85620.2665302,16.7334698
"264",14698.441575,38795.3685,36497.374875,21392.49825,125368.3035,3048.8994,7019.348625,2174.42475,763.968375,3948.669,134426.331,138337.555725,37.444275
"265",12426.5771155,21267.639691,20324.731478,12759.569502,71624.95974,1670.8143552,5560.365072,861.924207,782.872225,2205.2846445,78295.7153555,78849.8359389,1651.1640611
"266",10603.100314,26710.789284,25413.336612,15937.216188,83676.783108,2388.3251136,7314.370268,1549.064172,923.438168,3101.1093412,92750.8906588,95803.4797176,48.5202824
"267",9363.3665622,22949.166174,23832.55398,13796.380538,77903.02253,1630.4193012,5403.634924,863.34811,577.523308,2367.750547,84010.249453,86367.7037424,10.2962576
"268",9000.4917528,20203.686666,23561.00028,14512.398372,78048.911808,1792.8768366,2168.699994,883.932606,283.63698,2389.4211348,80788.5788652,83160.5409378,17.4590622
"269",13030.478342,29356.837464,33072.404282,22352.451598,116891.75401,1625.4280754,2286.418366,538.76145,411.650274,2930.8988142,118823.1011858,121346.3432572,407.6567428
"270",10311.6933032,30495.400444,24883.796258,14085.721475,83172.566252,2341.9458284,11496.117671,1387.131406,1095.218944,3135.0841258,96357.9158742,99424.9368387,68.0631613
"271",6538.15533280001,15010.208486,16473.821728,12778.693564,58808.756552,888.2021876,1060.587528,313.784744,262.632188,2103.1980606,59230.8019394,61320.3470516,13.6529484
"272",15404.1363018,32804.11467,40385.000703,37018.447911,145402.361892,1504.9413816,2120.125272,539.019978,244.491552,5152.3148931,144658.6851069,149638.0731627,172.9268373
"273",12739.3858305,24015.32665,31892.267155,26409.563635,110516.898555,1093.9302185,1619.86895,518.90524,245.431235,3208.685662,110786.314338,113315.8063905,679.1936095
"274",13090.8048202,34563.238633,24983.386822,12896.889016,85544.339452,3111.2492231,13884.131782,3483.825779,1029.421648,4625.4710869,102427.5289131,107017.9187319,35.0812681
"275",13560.695372,31156.5644,38293.53018,24247.03128,126291.42246,1777.223786,2589.75952,652.17532,229.40576,3511.710226,128028.289774,131525.635832,14.364168
"276",14749.319668,36094.484736,38645.485772,23889.857644,133330.00304,1971.6180508,3769.795508,789.819192,326.778228,3249.7821408,136938.2178592,140161.1399792,26.8600208
"277",11194.256772,27392.40323,27214.746614,20068.372738,98471.744312,1842.2844082,3383.56055,872.00839,428.496838,3604.5498406,101393.4501594,104888.6340832,109.3659168
"278",29197.5339546,42425.428144,44753.062024,30076.154306,166020.856254,2890.1278472,4564.514614,1322.327754,740.068208,4551.4896944,170986.5103056,171187.4486542,4350.5513458
"279",71385.3205882,135861.269972,90830.88169,52738.288726,359457.590466,15432.2389296,23646.379686,25724.250882,3813.711266,17522.0961976,410551.9038024,419587.3473352,8486.6526648
"280",20870.9512515,48775.146924,56356.737045,40393.378263,197586.827718,2038.2618942,2442.169275,633.64392,389.93472,5753.8117392,197337.1882608,202851.5963292,239.4036708
"281",42180.6913689,67604.017008,63094.465333,39767.702754,246706.218076,3289.6249334,3909.133415,1679.375005,1004.802524,10945.2913141,245643.7086859,252380.0936563,4208.9063437
"282",33138.7805595,69752.031349,69501.521782,42628.246276,250191.359264,3676.0632601,6456.087253,2223.502897,870.066351,6922.5197349,256494.4802651,262821.7566051,595.2433949
"283",25349.8545999,63580.623165,52956.555516,27748.275462,188394.806367,4237.170345,13400.4051,2868.609411,808.218486,8577.2658672,201131.7341328,209618.8041591,90.1958409
"284",14373.5969151,28806.440589,37009.020528,29024.745741,127927.212651,1422.5388183,1355.486076,251.496981,236.409786,6053.0219919,125139.9780081,131155.2032967,37.7967033
"285",54299.5173691,117897.679278,130579.072062,81826.667966,458195.474233,5607.4466499,6221.642323,3250.982426,1043.5018,13738.1280841,460580.8719159,474231.0612574,87.9387426
"286",12916.0425528,25912.474776,37817.26272,35261.638848,131148.97704,909.5680728,935.702712,146.865744,130.739832,3174.4457496,130097.5542504,133253.9549712,18.0450288
"287",23409.1232289,31835.868165,26154.332523,17090.378559,108929.345697,1926.3184902,4567.212945,662.927769,977.124861,3510.1691739,113552.8308261,113658.7026033,3404.2973967
"288",8350.8501936,17778.448576,22417.51104,15141.172272,76879.499584,485.1593936,429.03768,94.224624,48.086512,2079.33248,75856.66752,77921.7221248,14.2778752
"289",10430.3586496,20825.457504,26692.755088,19768.979312,92044.605248,787.5940608,837.702064,158.537512,147.448344,2873.2786096,91102.7213904,93966.6024,9.3976
"290",8382.3883686,16283.420432,26744.421713,18888.58052,82200.08747,656.3205146,460.265004,121.584165,124.592433,2025.0740983,81537.9259017,83549.3959436,13.6040564
"291",12856.2201901,26399.882698,36988.144711,27416.295207,122213.196511,925.3840015,893.384219,117.063282,122.034122,3415.4393098,120855.5606902,124250.2840243,20.7159757
"292",6669.9849125,13164.555859,19367.569858,14354.069821,63153.313951,429.89856,271.565385,51.114427,67.17165,2270.8943621,61702.1056379,63961.5680249,11.4319751
"293",5385.2718675,11002.92354,16576.49763,11762.35641,52830.42996,402.766623,300.57531,59.12781,62.13249,1602.4441335,52052.5558665,53652.63918,2.36082
"294",16728.465572,33331.89577,27908.029625,18150.367105,109002.004265,1876.5829795,3672.19133,720.46835,373.76464,3813.6367295,111831.3632705,114303.009162,1341.990838
"295",8669.161006,18110.11596,24997.83586,17586.24832,81367.5078,700.517006,796.8644,229.82634,85.34268,2010.443964,81169.556036,82913.724184,266.275816
"296",9746.28138000001,17990.292,24437.0736,16256.283,80934.2844,529.54062,474.3762,199.5816,62.1432,3017.3976,79182.6024,82156.69704,43.30296
"297",16336.0972532,34398.79094,30417.094922,17309.12437,108669.650352,3571.8220002,5850.135343,3492.670887,336.623881,5287.1407413,116633.8592587,121632.9250612,288.0749388
"298",12162.8726544,26425.95917,33330.936054,20982.689884,110714.824064,1219.1751754,752.959766,260.63557,126.303658,3243.697301,109830.302699,113038.5173788,35.4826212
"299",8590.0271391,20082.603321,23336.506809,15819.670548,80218.85652,779.08743,904.629924,256.021128,110.404998,2224.718298,80044.281702,82252.6037883,16.3962117
"300",12963.9108016,24693.700042,31607.721618,20225.449596,107181.447802,997.1591058,930.060406,210.278332,87.087176,3135.302445,106270.697555,109389.4031098,16.5968902
"301",13340.3950988,25768.172451,33072.309172,22437.589993,113049.612627,871.5112203,737.090466,140.431018,120.320193,4214.0107786,110704.9892214,114893.0972574,25.9027426
"302",18198.7081122,36627.486994,45546.457915,33226.356254,158983.246422,1164.2469321,1416.705507,358.918182,189.996436,4489.9951271,157623.0048729,162094.3407937,18.6592063
"303",7731.8464612,15689.386069,19695.610708,14903.563949,68679.175376,481.1133008,492.117607,81.168993,179.396758,3429.7500062,66483.2499938,69805.5996494,107.4003506
"304",18015.1163735,27107.649518,31782.153236,23903.938669,117234.331807,961.2226254,2163.717015,288.131033,875.451692,4388.681622,117134.318378,119927.3300962,1595.6699038
"305",12410.5883706,24503.776524,32447.54673,26638.691436,112644.6705,894.756771,1253.132316,199.168002,334.330074,4860.5180634,110465.4819366,115316.9815068,9.0184932
"306",11243.0716657,20835.084879,26323.899077,18800.047987,91434.091098,752.479028,1432.828264,161.352842,138.248768,4198.0196377,89720.9803623,93886.5697693,32.4302307
"307",18486.3412066,38162.988682,42405.424156,25770.0208,150318.607584,851.8915466,1202.24475,142.132046,151.13934,5992.4763652,146673.5236348,152649.2372732,16.7627268
"308",16509.484537,35881.07536,35567.57789,21868.64342,130865.94625,1011.687807,2324.82484,626.04945,241.37009,5835.780392,129234.219608,134664.992605,405.007395
"309",14700.1224977,14773.615995,19871.027388,14850.941906,72834.532964,729.9054006,1089.866175,263.826672,374.883847,2017.2575853,73275.7424147,73186.5503269,2106.4496731
"310",14211.214539,26092.0464,35024.648676,25552.303974,120291.690684,734.0472471,1193.760168,179.260206,214.327524,4960.2721311,117652.7278689,122594.5344822,18.4655178
"311",21964.9617961,41364.366694,51737.743523,36479.4663,180503.453005,1034.0263849,1838.690195,279.252798,305.37526,7301.4304861,176659.5695139,183771.9800725,189.0199275
"312",36518.4340686,60505.78159,60205.269621,40815.206236,224384.816224,2157.0028288,7792.067695,1980.180536,2376.646287,8951.7001803,229739.2998197,234627.3812014,4063.6187986
"313",16640.068848,35329.21184,38900.90776,24906.05364,137153.7388,910.436956,1369.70496,299.20332,147.01388,6348.425824,133531.574176,139866.109916,13.890084
"314",16658.588835,36423.6507,37717.79373,23907.83913,136316.91033,999.667287,1551.6333,315.48483,226.40184,6511.813218,132898.186782,139386.174831,23.825169
"315",15017.6941068,31191.410096,35139.107773,22095.857896,122168.847563,1699.6014714,1972.39203,490.374409,347.987213,5631.9583215,121047.0416785,126664.7992841,14.2007159
"316",64484.2453914,100272.831108,76332.664182,43275.937434,292565.19306,10012.2218396,27832.607382,8185.593632,6846.314998,15631.077779,329810.922221,337450.3375068,7991.6624932
"317",31055.1490563,60446.437311,61337.289084,38391.000519,228205.005759,1505.7527758,3029.505398,1307.80134,324.840978,11983.8196122,222389.1803878,232632.780475,1740.219525
"318",22135.0530546,46868.773992,47487.538494,28485.157278,175821.37008,1173.8468556,1345.870896,241.892046,198.984366,10214.9419866,168567.0580134,178760.4031344,21.5968656
"319",9280.7235056,17852.464264,18576.484516,11972.688188,68748.06512,393.9910032,484.983964,95.014132,89.987668,5368.3892136,64443.6107864,69805.1165368,6.8834632
"320",11680.691242,22311.09254,24753.25193,15650.75732,89343.67607,603.759871,978.28632,169.24864,95.11117,4594.88172,86595.11828,91190,0
"321",10060.3529168,19830.058124,27413.417592,18185.750872,89707.397084,625.2650132,901.81134,144.308116,129.300804,3210.054886,88297.945114,91505.6024904,2.3975096
"322",19928.634558,38237.801865,36348.28248,22725.694725,131069.024745,2752.9310475,7988.580645,2535.78429,1438.460595,8338.814529,137446.185471,145019.9932125,765.0067875
"323",14442.2222442,27714.830241,39462.20505,28863.632184,130920.439569,760.5406863,1142.813748,132.139503,115.106415,4242.7426143,128828.2573857,133061.8713294,9.1286706
"324",7789.4889345,15289.725204,15734.109105,9394.797087,57438.811404,462.3864219,696.619287,143.125632,110.110221,3770.3599362,55080.6400638,58843.7260164,7.2739836
